Category,Descript
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM"
NON-CRIMINAL,FOUND PROPERTY
NON-CRIMINAL,LOST PROPERTY
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
SECONDARY CODES,DOMESTIC VIOLENCE
LARCENY/THEFT,GRAND THEFT SHOPLIFTING
OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER
BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY"
LARCENY/THEFT,GRAND THEFT SHOPLIFTING
OTHER OFFENSES,CONSPIRACY
LARCENY/THEFT,GRAND THEFT PICKPOCKET
OTHER OFFENSES,RESISTING ARREST
NON-CRIMINAL,"CIVIL SIDEWALKS, WARNING"
ASSAULT,BATTERY
SECONDARY CODES,JUVENILE INVOLVED
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
OTHER OFFENSES,TAMPERING WITH A VEHICLE
OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS
NON-CRIMINAL,AIDED CASE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING
OTHER OFFENSES,PAROLE VIOLATION
LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT"
OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT
NON-CRIMINAL,FOUND PROPERTY
MISSING PERSON,MISSING JUVENILE
MISSING PERSON,FOUND PERSON
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,PETTY THEFT OF PROPERTY
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON
VEHICLE THEFT,STOLEN AUTOMOBILE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
WEAPON LAWS,FIREARM POSSESSION IN SCHOOL ZONE
LARCENY/THEFT,GRAND THEFT PICKPOCKET
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE
LARCENY/THEFT,PETTY THEFT WITH PRIOR
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
NON-CRIMINAL,LOST PROPERTY
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION
OTHER OFFENSES,TRAFFIC VIOLATION ARREST
NON-CRIMINAL,COURTESY REPORT
LARCENY/THEFT,GRAND THEFT OF PROPERTY
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE
LARCENY/THEFT,PETTY THEFT OF PROPERTY
OTHER OFFENSES,HARASSING PHONE CALLS
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
SUSPICIOUS OCC,UNUSUAL OCCURENCE
SEX OFFENSES FORCIBLE,"FORCIBLE RAPE, BODILY FORCE"
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO
LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO
NON-CRIMINAL,FOUND PROPERTY
DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
OTHER OFFENSES,FALSE EVIDENCE OF VEHICLE REGISTRATION
SUSPICIOUS OCC,"SUSPICIOUS AUTO, POSSIBLY SEX"
NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN"
OTHER OFFENSES,CRUELTY TO ANIMALS
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION
LARCENY/THEFT,GRAND THEFT OF PROPERTY
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA
WARRANTS,WARRANT ARREST
OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY"
WARRANTS,WARRANT ARREST
LARCENY/THEFT,PETTY THEFT OF PROPERTY
NON-CRIMINAL,LOST PROPERTY
VEHICLE THEFT,STOLEN TRUCK
FRAUD,"CREDIT CARD, THEFT BY USE OF"
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE
OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY"
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN"
SEX OFFENSES FORCIBLE,SEXUAL BATTERY
VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
ASSAULT,BATTERY
DISORDERLY CONDUCT,"DISTURBING THE PEACE, FIGHTING"
TRESPASS,TRESPASSING
OTHER OFFENSES,RESISTING ARREST
OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE
BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO
LARCENY/THEFT,GRAND THEFT PICKPOCKET
VEHICLE THEFT,STOLEN MOTORCYCLE
SUSPICIOUS OCC,INVESTIGATIVE DETENTION
FRAUD,"CREDIT CARD, THEFT BY USE OF"
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION
STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING"
NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA
DISORDERLY CONDUCT,"DISTURBING THE PEACE, FIGHTING"
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE
NON-CRIMINAL,FOUND PROPERTY
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY"
ROBBERY,"ROBBERY ON THE STREET, STRONGARM"
OTHER OFFENSES,CONSPIRACY
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE
KIDNAPPING,KIDNAPPING DURING ROBBERY
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
ASSAULT,BATTERY
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
LARCENY/THEFT,GRAND THEFT FROM PERSON
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
FRAUD,"CREDIT CARD, THEFT BY USE OF"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM"
VEHICLE THEFT,STOLEN AUTOMOBILE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION
MISSING PERSON,MISSING ADULT
MISSING PERSON,FOUND PERSON
NON-CRIMINAL,CASE CLOSURE
NON-CRIMINAL,LOST PROPERTY
LARCENY/THEFT,PETTY THEFT OF PROPERTY
MISSING PERSON,FOUND PERSON
MISSING PERSON,FOUND PERSON
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY"
NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN"
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO
ASSAULT,INFLICT INJURY ON COHABITEE
SECONDARY CODES,DOMESTIC VIOLENCE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
ROBBERY,"ROBBERY ON THE STREET, STRONGARM"
EMBEZZLEMENT,"EMBEZZLEMENT, PETTY THEFT BY EMPLOYEE"
ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
LARCENY/THEFT,PETTY THEFT FROM A BUILDING
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
OTHER OFFENSES,TAMPERING WITH A VEHICLE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
FRAUD,FALSE ID TO PEACE OFFICER
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION
VEHICLE THEFT,STOLEN MOTORCYCLE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
ASSAULT,BATTERY
ROBBERY,"ROBBERY, ARMED WITH A GUN"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED"
ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT)
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY"
ASSAULT,AGGRAVATED ASSAULT WITH A GUN
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION
BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY"
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION
ROBBERY,"ROBBERY ON THE STREET, STRONGARM"
NON-CRIMINAL,FOUND PROPERTY
LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
ASSAULT,INFLICT INJURY ON COHABITEE
SECONDARY CODES,DOMESTIC VIOLENCE
OTHER OFFENSES,TRAFFIC VIOLATION ARREST
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
NON-CRIMINAL,FOUND PROPERTY
LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO
ASSAULT,STALKING
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
OTHER OFFENSES,FALSE EVIDENCE OF VEHICLE REGISTRATION
OTHER OFFENSES,RESISTING ARREST
WARRANTS,WARRANT ARREST
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE
VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI"
SUSPICIOUS OCC,INVESTIGATIVE DETENTION
LARCENY/THEFT,PETTY THEFT FROM A BUILDING
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
OTHER OFFENSES,FAILURE TO REGISTER AS SEX OFFENDER
WARRANTS,ENROUTE TO ADULT AUTHORITY
WARRANTS,WARRANT ARREST
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
VEHICLE THEFT,STOLEN AUTOMOBILE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM"
NON-CRIMINAL,LOST PROPERTY
ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP"
ASSAULT,FALSE IMPRISONMENT
ROBBERY,"ROBBERY, ARMED WITH A KNIFE"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM"
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE
SECONDARY CODES,DOMESTIC VIOLENCE
NON-CRIMINAL,CASE CLOSURE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
VEHICLE THEFT,STOLEN TRUCK
ROBBERY,"ROBBERY, BODILY FORCE"
NON-CRIMINAL,FOUND PROPERTY
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES"
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD
LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO
VEHICLE THEFT,STOLEN AUTOMOBILE
VEHICLE THEFT,STOLEN TRUCK
VEHICLE THEFT,STOLEN TRUCK
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
ROBBERY,"ROBBERY ON THE STREET, STRONGARM"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
SEX OFFENSES FORCIBLE,SEXUAL BATTERY
SECONDARY CODES,DOMESTIC VIOLENCE
ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
BURGLARY,"BURGLARY, ATTEMPTED FORCIBLE ENTRY"
NON-CRIMINAL,FOUND PROPERTY
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION
WARRANTS,ENROUTE TO PAROLE OFFICER
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS WITH BB GUN"
VEHICLE THEFT,STOLEN AUTOMOBILE
NON-CRIMINAL,AIDED CASE
VEHICLE THEFT,STOLEN AUTOMOBILE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
NON-CRIMINAL,FOUND PROPERTY
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
OTHER OFFENSES,FAILURE TO HEED RED LIGHT AND SIREN
NON-CRIMINAL,"AIDED CASE, INJURED PERSON"
ASSAULT,BATTERY
OTHER OFFENSES,INDECENT EXPOSURE
DRUG/NARCOTIC,UNDER INFLUENCE OF DRUGS IN A PUBLIC PLACE
OTHER OFFENSES,RESISTING ARREST
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,PETTY THEFT OF PROPERTY
VEHICLE THEFT,STOLEN AUTOMOBILE
VEHICLE THEFT,STOLEN AUTOMOBILE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
MISSING PERSON,MISSING JUVENILE
MISSING PERSON,FOUND PERSON
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
NON-CRIMINAL,FOUND PROPERTY
WEAPON LAWS,POSS OF LOADED FIREARM
WARRANTS,PROBATION SEARCH
WEAPON LAWS,"WEAPON, ASSAULT, POSSESSION, MANUFACTURE, OR SALE"
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
VEHICLE THEFT,STOLEN AUTOMOBILE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,"LICENSE PLATE OR TAB, THEFT OF"
LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO
OTHER OFFENSES,HARASSING PHONE CALLS
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
VEHICLE THEFT,STOLEN AUTOMOBILE
FRAUD,"CREDIT CARD, THEFT BY USE OF"
LARCENY/THEFT,PETTY THEFT OF PROPERTY
LARCENY/THEFT,PETTY THEFT OF PROPERTY
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
VEHICLE THEFT,STOLEN AUTOMOBILE
LARCENY/THEFT,PETTY THEFT OF PROPERTY
OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER
NON-CRIMINAL,FOUND PROPERTY
SUSPICIOUS OCC,INVESTIGATIVE DETENTION
ASSAULT,"AGGRAVATED ASSAULT OF POLICE OFFICER,BODILY FORCE"
ASSAULT,INFLICT INJURY ON COHABITEE
BRIBERY,"DISSUADING WITNESS, VICTIM"
BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY"
LARCENY/THEFT,GRAND THEFT OF PROPERTY
LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO
FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
NON-CRIMINAL,"CIVIL SIDEWALKS, WARNING"
LARCENY/THEFT,PETTY THEFT OF PROPERTY
SUSPICIOUS OCC,INVESTIGATIVE DETENTION
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER
TRESPASS,TRESPASSING
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
LARCENY/THEFT,THEFT OF COMPUTERS OR CELL PHONES
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
LARCENY/THEFT,PETTY THEFT SHOPLIFTING
SUSPICIOUS OCC,INVESTIGATIVE DETENTION
WARRANTS,ENROUTE TO ADULT AUTHORITY
SEX OFFENSES FORCIBLE,"CHILD ABUSE, PORNOGRAPHY"
NON-CRIMINAL,SEARCH WARRANT SERVICE
ROBBERY,"ROBBERY, BODILY FORCE"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM"
LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO
LARCENY/THEFT,PETTY THEFT OF PROPERTY
SECONDARY CODES,ATM RELATED CRIME
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
WEAPON LAWS,POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN
WEAPON LAWS,POSS OF LOADED FIREARM
WEAPON LAWS,"FIREARM, LOADED, IN VEHICLE, POSSESSION OR USE"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY
SUSPICIOUS OCC,INVESTIGATIVE DETENTION
OTHER OFFENSES,TRAFFIC VIOLATION ARREST
NON-CRIMINAL,FOUND PROPERTY
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES"
VEHICLE THEFT,STOLEN AUTOMOBILE
VEHICLE THEFT,STOLEN AUTOMOBILE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
LARCENY/THEFT,"LOST PROPERTY, GRAND THEFT"
FORGERY/COUNTERFEITING,FORGERY & COUNTERFEITING (GENERAL)
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES"
OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE
SUSPICIOUS OCC,INVESTIGATIVE DETENTION
OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER
ASSAULT,THREAT OR FORCE TO RESIST EXECUTIVE OFFICER
WEAPON LAWS,"WEAPON, TAKING OR ATTEMPTING TO TAKE FROM PEACE OFFICER"
LARCENY/THEFT,PETTY THEFT WITH PRIOR
OTHER OFFENSES,PROBATION VIOLATION
LARCENY/THEFT,GRAND THEFT OF PROPERTY
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE
LARCENY/THEFT,PETTY THEFT OF PROPERTY
NON-CRIMINAL,FOUND PROPERTY
ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE
SECONDARY CODES,JUVENILE INVOLVED
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE
NON-CRIMINAL,LOST PROPERTY
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
NON-CRIMINAL,LOCATED PROPERTY
BURGLARY,"BURGLARY, UNLAWFUL ENTRY"
LARCENY/THEFT,GRAND THEFT SHOPLIFTING
ASSAULT,CHILD ABUSE (PHYSICAL)
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE
LARCENY/THEFT,PETTY THEFT OF PROPERTY
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
OTHER OFFENSES,RESISTING ARREST
OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE
WARRANTS,WARRANT ARREST
TRESPASS,TRESPASSING
NON-CRIMINAL,LOST PROPERTY
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED"
NON-CRIMINAL,"AIDED CASE, DOG BITE"
LARCENY/THEFT,PETTY THEFT BICYCLE
NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION"
LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO
OTHER OFFENSES,EVADING A POLICE VEHICLE OR BICYCLE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE
LARCENY/THEFT,PETTY THEFT BICYCLE
LARCENY/THEFT,GRAND THEFT OF PROPERTY
LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO
WARRANTS,PROBATION SEARCH
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
TRESPASS,TRESPASSING
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
LARCENY/THEFT,GRAND THEFT OF PROPERTY
LARCENY/THEFT,GRAND THEFT FROM A BUILDING
OTHER OFFENSES,OBSCENE PHONE CALLS(S)
DISORDERLY CONDUCT,COMMITTING PUBLIC NUISANCE
OTHER OFFENSES,OBSTRUCTIONS ON STREETS/SIDEWALKS
TRESPASS,LODGING WITHOUT PERMISSION
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY"
BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY"
OTHER OFFENSES,CONSPIRACY
STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING"
TRESPASS,TRESPASSING
LARCENY/THEFT,PETTY THEFT OF PROPERTY
NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION"
NON-CRIMINAL,TRAFFIC ACCIDENT
FORGERY/COUNTERFEITING,"COUNTERFEITING, POSSESSION COINS OR NOTES"
NON-CRIMINAL,COURTESY REPORT
NON-CRIMINAL,CASE CLOSURE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM"
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE
FRAUD,"CREDIT CARD, THEFT BY USE OF"
NON-CRIMINAL,LOST PROPERTY
NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION"
WARRANTS,ENROUTE TO PAROLE OFFICER
WARRANTS,WARRANT ARREST
DRUG/NARCOTIC,POSSESSION OF COCAINE
DRUG/NARCOTIC,POSSESSION OF COCAINE FOR SALES
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE
ASSAULT,BATTERY
NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
MISSING PERSON,MISSING JUVENILE
LARCENY/THEFT,PETTY THEFT OF PROPERTY
LARCENY/THEFT,GRAND THEFT PICKPOCKET
FRAUD,"CREDIT CARD, THEFT BY USE OF"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
LARCENY/THEFT,GRAND THEFT FROM PERSON
ASSAULT,THREATS AGAINST LIFE
OTHER OFFENSES,"SCHOOL PROPERTY, DISTURBANCE ON"
NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION"
OTHER OFFENSES,RESISTING ARREST
OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE
DRUG/NARCOTIC,POSSESSION OF MARIJUANA
WARRANTS,WARRANT ARREST
NON-CRIMINAL,TARASOFF REPORT
ASSAULT,THREATS AGAINST LIFE
ASSAULT,BATTERY
WARRANTS,WARRANT ARREST
OTHER OFFENSES,TRAFFIC VIOLATION ARREST
VEHICLE THEFT,STOLEN AUTOMOBILE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
MISSING PERSON,MISSING ADULT
MISSING PERSON,FOUND PERSON
NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION
NON-CRIMINAL,LOST PROPERTY
SEX OFFENSES NON FORCIBLE,UNLAWFUL SEXUAL INTERCOURSE
SEX OFFENSES FORCIBLE,ORAL COPULATION
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE
LARCENY/THEFT,GRAND THEFT PICKPOCKET
NON-CRIMINAL,LOST PROPERTY
FRAUD,"CREDIT CARD, THEFT BY USE OF"
BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY"
NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION
ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT)
VANDALISM,"ELECTRICAL  OR GAS LINES, INTERFERING WITH"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
NON-CRIMINAL,LOST PROPERTY
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA
LARCENY/THEFT,"LOST PROPERTY, GRAND THEFT"
LARCENY/THEFT,GRAND THEFT OF PROPERTY
ROBBERY,"ROBBERY, BODILY FORCE"
WARRANTS,WARRANT ARREST
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON
VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
